play_id,game_str,events,player_position,first_base,Ellipsoid,Ellipsoidx,Ellipsoidy,Ellipsoidz,has_bounce,bounce_count,was_caught,throw_velocity,throw_distance,throw_duration,at_teamA1,at_teamA2,at_teamA3
179,1900_02_TeamKJ_TeamB,[3],[4],2488,6.399999999999994,2.367751331821746,-5.814951328313617,4.77129,0,0,1,59.3451618886118,77.55225755603789,891,0,0,0
211,1900_02_TeamKJ_TeamB,[3],[6],9218,3.100000000000002,1.525776688043576,-2.420914616053766,5.56974,0,0,1,77.56996489249126,75.08772601593152,660,0,0,0
276,1900_02_TeamKJ_TeamB,[3],[4],2488,7.59999999999999,-3.417439720349033,-6.678666479004677,4.18479,0,0,1,57.59054898512296,92.06809097754989,1090,0,0,0
282,1900_02_TeamKJ_TeamB,[3],[4],2488,5.799999999999996,-3.24207929250369,-4.738812068558829,3.82818,0,0,1,63.11083633466884,73.30954748635132,792,0,0,0
40,1900_03_TeamKJ_TeamB,[3],[5],2196,6.699999999999993,4.918776243143703,-4.1783645975291686,1.964955,0,0,1,61.637107488475316,110.37973209036159,1221,0,0,0
74,1900_03_TeamKJ_TeamB,[3],[4],2196,4.500000000000001,-1.217846743730346,-3.084347254896145,0,0,0,1,75.11823779782577,83.62162231653963,759,0,0,0
111,1900_03_TeamKJ_TeamB,[3],[6],2196,8.299999999999988,-2.463640053552071,-7.783773632791101,2.680323,0,0,1,61.6847617152167,92.55181647751112,1023,0,0,0
123,1900_03_TeamKJ_TeamB,[3],[1],9218,5.599999999999997,5.008493005345205,-1.439453724649777,6.546,0,0,1,61.68636619719221,44.78430185916154,495,0,0,0
138,1900_03_TeamKJ_TeamB,[3],[5],9218,4.899999999999999,3.946496372334164,-2.171919158982048,6.29679,0,0,1,62.05223016572904,72.07987056051086,792,0,0,0
142,1900_03_TeamKJ_TeamB,[3],[5],2196,4.600000000000001,2.275871365816209,-2.843830686988559,0.4308,0,0,1,56.184114703209374,106.05313491377801,1287,0,0,0
145,1900_03_TeamKJ_TeamB,[3],[5],2196,5.599999999999997,1.763497312034401,-5.2751942552334,4.14279,0,0,1,64.23438785101364,108.81305301961709,1155,0,0,0
147,1900_03_TeamKJ_TeamB,[3],[4],2196,6.299999999999994,-5.67312648665652,-2.713444378717971,4.28208,0,0,1,44.665645016832904,60.530882126811946,924,0,0,0
165,1900_03_TeamKJ_TeamB,[3],[6],9218,3.300000000000002,0.8562692244582074,-0.691814039497421,0,0,0,1,67.86956421629506,91.97683342592306,924,0,0,0
15,1900_04_TeamKK_TeamB,[3],[4],9545,4.300000000000002,-2.218417867910144,-3.680439248695317,3.84177,0,0,1,61.23187738561042,65.19970304019797,726,0,0,0
58,1900_04_TeamKK_TeamB,[3],[1],9545,3.800000000000002,2.22886844592065,-0.5680365223990899,0,0,0,1,51.81800474332137,42.635854302804816,561,0,0,0
68,1900_04_TeamKK_TeamB,[3],[6],2196,6.099999999999995,-0.5633470275242999,-5.791326914151838,1.570158,0,0,1,64.88566910516097,78.51165961724476,825,0,0,0
70,1900_04_TeamKK_TeamB,[3],[5],2196,4.400000000000001,2.452190206513918,-3.207474347688106,1.88808,0,0,1,76.63448912788097,107.56416893989373,957,0,0,0
128,1900_04_TeamKK_TeamB,[3],[6],2196,6.499999999999994,-1.374721601380465,-6.229598077620884,5.06577,0,0,1,69.15287865652186,117.14497644414804,1155,0,0,0
131,1900_04_TeamKK_TeamB,[3],[1],2196,4.100000000000002,3.828058388038581,-1.061173707631046,4.7859,0,0,1,33.383615902152115,37.21160385893222,760,0,0,0
147,1900_04_TeamKK_TeamB,[3],[4],2196,2.500000000000001,-1.429241274252196,-1.798914825658491,3.05901,0,0,1,48.67019484011254,44.75711117496749,627,0,0,0
195,1900_04_TeamKK_TeamB,[3],[6],2196,3.300000000000002,1.579842186130065,-2.855964894203666,4.59822,0,0,1,57.72994586358915,92.20626953332459,1089,0,0,0
206,1900_04_TeamKK_TeamB,[3],[5],9545,2.400000000000001,1.514393184465608,-1.353268522076868,5.64009,0,0,1,71.89620542197476,97.43373758786018,924,0,0,0
220,1900_04_TeamKK_TeamB,[3],[6],2196,4.000000000000003,2.610269070376921,-2.922431951343534,4.99884,0,0,1,68.76183652253307,93.18604085533681,924,0,0,0
221,1900_04_TeamKK_TeamB,[3],[4],2196,3.800000000000002,-1.527059841933741,-3.441023373816758,3.51807,0,0,1,62.735251758052065,85.01881318251215,924,0,0,0
9,1900_05_TeamKK_TeamB,[3],[1],2196,4.7,4.031010814961997,-0.5997999496994215,1.016964,0,0,1,62.18784760286588,69.2275119515103,759,0,0,0
24,1900_05_TeamKK_TeamB,[3],[2],2196,4.999999999999999,4.796344141759228,-1.33870967868762,4.03482,0,0,1,69.05463433790258,60.16039743518073,594,0,0,0
44,1900_05_TeamKK_TeamB,[3],[4],2196,6.599999999999993,0.3787221699911747,-6.066893316843235,0.933738,0,0,1,59.7133824199558,80.92357585552409,924,0,0,0
61,1900_05_TeamKK_TeamB,[3],[4],9545,8.099999999999989,-5.043990999131397,-5.799212906997075,0.813714,0,0,1,52.79501963884018,107.3217159218343,1386,0,0,0
117,1900_05_TeamKK_TeamB,[3],[4],2196,5.699999999999997,-5.451906973090112,-1.20283507047783,3.30777,0,0,1,57.474728703963784,63.98086799325248,759,0,0,0
119,1900_05_TeamKK_TeamB,[3],[1],2196,5.299999999999998,4.375514112691278,-1.966307262265866,1.162374,0,0,1,67.96491622859402,59.2110350183511,594,0,0,0
160,1900_05_TeamKK_TeamB,[3],[4],2196,4.600000000000001,-3.636461248485511,-2.703154719630974,3.80286,0,0,1,53.82922188944351,62.528024146777575,792,0,0,0
210,1900_05_TeamKK_TeamB,[3],[5],2196,6.899999999999992,6.124381386620881,-3.144627420094731,3.40869,0,0,1,64.6208920901653,78.28605673749891,826,0,0,0
6,1900_06_TeamKL_TeamB,[3],[6],2196,3.200000000000002,-2.316291192718948,-1.766462600943664,2.290212,0,0,1,69.8465746331719,98.03665215512008,957,0,0,0
59,1900_06_TeamKL_TeamB,[3],[4],5458,3.400000000000002,-2.372473985597759,-2.356773066644699,3.82947,0,0,1,59.2691884357703,71.71571800728206,825,0,0,0
60,1900_06_TeamKL_TeamB,[3],[6],2196,2.200000000000001,-1.763014970342063,0.5456039537519778,5.43081,0,0,1,65.12924976951135,100.87218204301918,1056,0,0,0
72,1900_06_TeamKL_TeamB,[3],[1],5458,2.700000000000002,2.504912298585369,-0.650655804858244,4.69725,0,0,1,28.18224026822534,31.372469866588446,759,0,0,0
79,1900_06_TeamKL_TeamB,[3],[4],5458,1,0.08041248825737513,0.07103774864294059,4.27689,0,0,1,54.22692813388506,83.98666629376117,1056,0,0,0
111,1900_06_TeamKL_TeamB,[3],[6],2196,4.500000000000001,1.490478435135142,-3.862113244636554,1.818807,0,0,1,68.03885684433293,144.8955495356914,1452,0,0,0
133,1900_06_TeamKL_TeamB,[3],[1],2196,4.000000000000003,-0.8356326522833001,-0.5521540459310073,9.08406,0,0,0,59.88596920888918,133.33012184667086,1518,0,0,0
135,1900_06_TeamKL_TeamB,[3],[4],2196,6.099999999999995,3.591141282357375,-4.823175213502883,4.94136,0,0,1,54.60209244056956,52.85482548247133,660,0,0,0
144,1900_06_TeamKL_TeamB,[3],[4],2196,2.000000000000001,-1.541249563903657,0.330823792624961,2.551731,0,0,1,53.58131622527097,77.80007115909343,990,0,0,0
146,1900_06_TeamKL_TeamB,[3],[6],2196,2.600000000000001,1.769647720378853,-1.367031892736196,5.65947,0,0,1,67.22861931707163,107.3775507732268,1089,0,0,0
150,1900_06_TeamKL_TeamB,[3],[6],2196,4.500000000000001,-2.446920300034535,-3.656319949796355,4.13163,0,0,1,60.93758026595567,121.0139093974858,1354,0,0,0
152,1900_06_TeamKL_TeamB,[3],[6],5458,6.599999999999993,-1.668164747801814,-5.833039406192221,0.743166,0,0,1,58.01145371732244,117.92568311657304,1386,0,0,0
158,1900_06_TeamKL_TeamB,[3],[6],5458,7.099999999999992,-0.2258569676908504,-6.78631230051679,1.429542,0,0,1,66.33017548303806,102.82946004550446,1057,0,0,0
164,1900_06_TeamKL_TeamB,[3],[4],2196,3.700000000000002,2.440098101272187,-2.682216275054611,3.52653,0,0,1,55.164374177282284,45.389247073067864,561,0,0,0
172,1900_06_TeamKL_TeamB,[3],[1],2196,2.300000000000001,1.848300447921308,-1.116925648471684,3.2646,0,0,1,48.53790721519032,61.0801024395955,858,0,0,0
179,1900_06_TeamKL_TeamB,[3],[1],5458,4.300000000000002,4.187928482893348,-0.2149936561170584,3.13881,0,0,1,28.20588625227652,30.033627681424036,726,0,0,0
8,1900_07_TeamKL_TeamB,[3],[6],2196,3.100000000000002,2.644894170232707,1.461011371711062,4.54275,0,0,1,70.07488564116298,122.09848074116236,1188,0,0,0
11,1900_07_TeamKL_TeamB,[3],[6],2196,5.199999999999998,3.470910224813225,-2.377176480887984,0,0,0,1,77.09553926043573,100.74845070553741,891,0,0,0
15,1900_07_TeamKL_TeamB,[3],[6],5458,3.700000000000002,-0.6054803016365591,-1.932112114844812,0,0,0,1,63.45912191697428,110.57117402813599,1188,0,0,0
21,1900_07_TeamKL_TeamB,[3],[4],5458,2.200000000000001,0.279410594482458,0.838040989266613,1.375446,0,0,1,61.444222105996054,104.08651224755731,1155,0,0,0
83,1900_07_TeamKL_TeamB,[3],[6],5458,1.4,-0.3148613965562362,-1.20474673726832,4.82991,0,0,1,48.39745324029419,138.2747504044032,1948,0,0,0
99,1900_07_TeamKL_TeamB,[3],[6],2196,2.300000000000001,1.585651646174292,-1.661004008720248,4.14201,0,0,1,75.38413536364476,113.10635669961259,1023,0,0,0
101,1900_07_TeamKL_TeamB,[3],[4],2196,4.600000000000001,-4.350675551213818,-1.227594341820738,4.57098,0,0,1,55.79730119930181,67.51473445115519,825,0,0,0
127,1900_07_TeamKL_TeamB,[3],[6],5458,4.899999999999999,-2.578564671475072,-4.119914901429476,3.85503,0,0,1,63.318626912872766,73.550917021993,792,0,0,0
128,1900_07_TeamKL_TeamB,[3],[5],5458,8.299999999999988,6.901793855836401,-4.007333458989761,1.172493,1,1,0,56.502499842260164,73.83746679386557,891,0,0,0
131,1900_07_TeamKL_TeamB,[3],[4],5458,1.800000000000001,-0.8846887616004693,0.4945126642441208,5.81604,0,0,1,63.19563123910428,67.29070814339823,726,0,0,0
134,1900_07_TeamKL_TeamB,[3],[5],5458,7.099999999999992,6.260607654523933,-2.62372699915909,1.241928,0,0,1,63.610526588296125,95.4412340930795,1023,0,0,0
154,1900_07_TeamKL_TeamB,[3],[6],5458,3.700000000000002,3.216680374997914,0.6027096855894153,6.06081,0,0,1,63.358918649586705,85.864006553919907,924,0,0,0
156,1900_07_TeamKL_TeamB,[3],[5],5458,4.400000000000001,4.220315244309091,-0.4079724116313052,2.694795,0,0,1,68.8978209020411,133.38618126635157,1320,0,0,0
164,1900_07_TeamKL_TeamB,[3],[6],2196,4.200000000000002,-0.4103147014276473,-2.900894437202481,0,0,0,1,61.27227145158386,142.4376070344486,1585,0,0,0
185,1900_07_TeamKL_TeamB,[3],[6],2196,3.200000000000002,0.3471987285398648,-0.981037309637257,0,0,0,1,65.65016531478965,133.45365605190437,1386,0,0,0
187,1900_07_TeamKL_TeamB,[3],[4],2196,3.300000000000002,-1.894569370276345,-1.417975077781931,1.09449,0,0,1,57.993265907564414,59.02941225844622,694,0,0,0
4,1900_08_TeamKL_TeamB,[3],[4],1334,6.899999999999992,-0.2150963573324891,-6.872392223750204,4.55784,0,0,1,68.28921108548388,85.93514322997291,858,0,0,0
14,1900_08_TeamKL_TeamB,[3],[4],1334,3.200000000000002,-0.640534174987067,-0.7425108825287458,0,0,0,1,51.27475752956269,67.00585313963252,891,0,0,0
24,1900_08_TeamKL_TeamB,[3],[1],5458,2.600000000000001,2.229466654168051,-0.03615920287693101,5.70729,0,0,1,49.114485669742834,59.42852766038883,825,0,0,0
52,1900_08_TeamKL_TeamB,[3],[5],5458,5.599999999999997,3.149973931982396,-4.445952477009992,2.415351,0,0,1,78.0158477220357,90.62320871391667,792,0,0,0
58,1900_08_TeamKL_TeamB,[3],[4],1334,4.000000000000003,-1.380110850991311,-3.673519641838875,3.21402,0,0,1,60.94226678303057,58.99211424597359,660,0,0,0
82,1900_08_TeamKL_TeamB,[3],[6],5458,5.699999999999997,2.939590449099639,-4.743920104888169,5.53188,0,0,1,72.95139593350308,109.456274458628,1023,0,0,0
115,1900_08_TeamKL_TeamB,[3],[5],5458,4.8,4.466973696918688,-0.8040403541095298,2.335257,0,0,1,73.98857952362238,68.03989772992314,627,0,0,0
130,1900_08_TeamKL_TeamB,[3],[5],1334,4.300000000000002,0.2578116466539528,-4.224272904873638,4.64793,0,0,1,67.5020632218377,98.01299579810832,990,0,0,0
134,1900_08_TeamKL_TeamB,[3],[5],1334,5.399999999999998,2.269820994836659,-3.827963440446978,7.97781,0,0,1,72.66011853394437,87.9187434260727,825,0,0,0
174,1900_08_TeamKL_TeamB,[3],[6],1334,2.400000000000001,0.5488876440898343,-2.251811642692501,3.26409,0,0,1,63.368123069915086,104.27858332385226,1122,0,0,0
179,1900_08_TeamKL_TeamB,[3],[5],5458,6.299999999999994,4.681526202695492,-3.065908428749217,0.2509785,0,0,1,67.41165804909585,120.72079723432083,1221,0,0,0
186,1900_08_TeamKL_TeamB,[3],[5],5458,5.899999999999996,5.091169007492088,1.874597748092103,0.959889,0,0,1,57.57221520672067,89.16784691216897,1056,0,0,0
207,1900_08_TeamKL_TeamB,[3],[6],1334,6.599999999999993,0.8383342071037916,-6.477752401659057,4.17777,0,0,1,62.320295252492656,114.61948702838448,1254,0,0,0
220,1900_08_TeamKL_TeamB,[3],[6],5458,5.599999999999997,4.868165117674335,2.576437002346232,4.51554,0,0,1,68.74053493024743,126.42759184371107,1254,0,0,0
228,1900_08_TeamKL_TeamB,[3],[5],5458,4.8,3.195642882523547,-3.420756597213052,3.33705,0,0,1,70.77027834726684,113.0342885762546,1089,0,0,0
242,1900_08_TeamKL_TeamB,[3],[4],1334,5.499999999999997,-2.876497124075066,-4.568840175054045,3.61647,0,0,1,63.926322492875485,86.63295224234484,924,0,0,0
253,1900_08_TeamKL_TeamB,[3],[6],5458,6.399999999999994,-0.1221566714517336,-5.543333744022616,0,1,1,0,74.05967983187487,82.55185645259652,760,0,0,0
257,1900_08_TeamKL_TeamB,[3],[6],5458,1,0.03747638997502253,-0.7421749997099276,3.88341,0,0,1,61.39276195445257,77.25665164348311,858,0,0,0
11,1900_09_TeamKK_TeamB,[3],[6],1334,4.600000000000001,3.712652211886799,-2.429001040257509,5.32914,0,0,1,73.64315381714472,110.49418798724393,1023,0,0,0
18,1900_09_TeamKK_TeamB,[3],[1],6424,6.799999999999993,5.126129047521381,4.346034096524957,3.03645,0,0,1,70.1517917595707,57.72089425977477,561,0,0,0
23,1900_09_TeamKK_TeamB,[3],[4],6424,7.59999999999999,-3.721510417520786,-6.542682650280708,3.8919,0,0,1,66.30307682777438,73.80858512467843,759,0,0,0
35,1900_09_TeamKK_TeamB,[3],[6],6424,5.399999999999998,0.9771936423385387,-5.237064311746906,3.651,0,0,1,68.17529481470635,122.0883179541761,1221,0,0,0
57,1900_09_TeamKK_TeamB,[3],[4],1334,7.799999999999989,-6.254523318277335,3.445672697910392,0,0,0,0,76.47610727019462,70.32742824567097,627,0,0,0
58,1900_09_TeamKK_TeamB,[3],[4],1334,6.699999999999993,-5.206741354294847,-3.833657199004076,5.93319,0,0,1,58.8672914779604,79.77695341093192,924,0,0,0
91,1900_09_TeamKK_TeamB,[3],[5],6424,3.400000000000002,2.734396726595281,-1.666578777491477,2.81337,0,0,1,65.80270134001279,79.62126862141547,825,0,0,0
155,1900_09_TeamKK_TeamB,[3],[6],1334,1.600000000000001,0.806642848906741,-0.2317929556902468,5.68182,0,0,1,74.349467076133,133.14502563993895,1221,0,0,0
160,1900_09_TeamKK_TeamB,[3],[4],1334,5.999999999999996,-2.292710111471648,-5.080477228052064,6.78165,0,0,1,64.58492706263037,93.7773140949393,990,0,0,0
170,1900_09_TeamKK_TeamB,[3],[4],1334,3.900000000000003,-2.150876344488834,-3.122883795583554,3.57735,0,0,1,64.07358447621237,68.22555275027092,726,0,0,0
195,1900_09_TeamKK_TeamB,[3],[1],1334,2.100000000000001,1.842327258150732,-0.3287021354886493,2.874837,0,0,1,57.55409160889554,55.79677334510392,661,0,0,0
197,1900_09_TeamKK_TeamB,[3],[6],1334,3.900000000000003,0.6632613526003701,-2.286659543558397,0,0,0,1,83.06138634247282,100.5042774743921,825,0,0,0
228,1900_09_TeamKK_TeamB,[3],[6],6424,2.000000000000001,-0.345549782698612,-1.192457834758504,6.01605,0,0,1,72.6780425767928,116.08136960365346,1089,0,0,0
242,1900_09_TeamKK_TeamB,[3],[4],1334,5.199999999999998,-2.637781099162647,-4.333791431633533,3.20223,0,0,1,56.59343098870654,57.52156325692132,693,0,0,0
21,1901_01_TeamLG_TeamA3,[3],[6],2911,2.000000000000001,1.26354958953856,-1.452431356304634,3.61731,0,0,1,58.73056877541669,73.21744240668613,850,0,0,1
26,1901_01_TeamLG_TeamA3,[3],[6],2911,2.200000000000001,1.750052116745098,-1.065855012971272,4.61346,0,0,1,71.16706351575134,135.69186777003253,1300,0,0,1
28,1901_01_TeamLG_TeamA3,[3],[4],2911,5.899999999999996,-1.821075497523225,-5.511056201157855,4.0179,0,0,1,51.34054767706378,82.82941691899623,1100,0,0,1
41,1901_01_TeamLG_TeamA3,[3],[4],4202,5.399999999999998,3.790061761746736,-3.455800425682193,2.015538,0,0,1,72.39721177729169,84.9460618186889,800,0,0,1
43,1901_01_TeamLG_TeamA3,[3],[6],2911,6.299999999999994,-2.939709474579397,-5.533275382182603,3.83148,0,0,1,65.99317261536721,120.98748312817322,1250,0,0,1
64,1901_01_TeamLG_TeamA3,[6],[1],4202,5.699999999999997,5.537652070645793,-0.09639021979621448,2.579166,0,0,1,55.916021586664456,57.407115495642174,700,0,0,1
66,1901_01_TeamLG_TeamA3,[3],[2],2911,4.400000000000001,-0.849541982125578,3.98559935149108,2.055912,0,0,1,41.852474806157474,89.00626308776155,1450,0,0,1
72,1901_01_TeamLG_TeamA3,[3],[6],2911,6.199999999999995,1.603147123382316,-5.741828060016341,5.93082,0,0,1,69.86105781676734,87.09345207823662,850,0,0,1
95,1901_01_TeamLG_TeamA3,[3],[4],4202,5.999999999999996,1.766767314879826,-5.521596854631116,2.072439,0,0,1,69.89068185666275,82.00506671181762,800,0,0,1
103,1901_01_TeamLG_TeamA3,[3],[5],2911,2.500000000000001,2.273020849481274,0.9040692549928999,4.29984,0,0,1,64.48683805765394,104.03876539968168,1100,0,0,1
119,1901_01_TeamLG_TeamA3,[3],[5],2911,2.100000000000001,1.98924844265303,-0.5840963905063036,3.89331,0,0,1,76.95468566238782,124.153559535319,1100,0,0,1
155,1901_01_TeamLG_TeamA3,[3],[2],2911,3.600000000000002,-3.138261314193436,0.8775504565760911,2.020797,0,0,1,61.02165185334976,71.59873817459705,800,0,0,1
156,1901_01_TeamLG_TeamA3,[6],[1],2911,4.7,4.036849944400524,-0.2507663781160554,0.919572,0,0,1,74.45266560477,54.598621443498004,500,0,0,1
159,1901_01_TeamLG_TeamA3,[6],[1],2911,5.499999999999997,5.109355908534336,0.03432622794953256,1.555035,0,0,1,72.52806864349029,58.50597537241549,550,0,0,1
176,1901_01_TeamLG_TeamA3,[3],[6],2911,5.699999999999997,-0.6163840237599414,-5.595569743578705,2.822055,0,0,1,67.46085546966381,93.9954586210649,950,0,0,1
223,1901_01_TeamLG_TeamA3,[3],[6],4202,7.299999999999991,0.691877612928098,-7.132621934375112,5.56713,0,0,1,64.36674300327847,108.56523986552969,1150,0,0,1
235,1901_01_TeamLG_TeamA3,[3],[5],2911,4.7,3.725029635570218,0.4470826144278111,7.74816,0,0,1,70.78411755843847,145.34338805332698,1400,0,0,1
240,1901_01_TeamLG_TeamA3,[3],[1],2911,6.699999999999993,4.445356411496501,-3.970513950959866,0.0132084,1,1,0,75.50326801064098,88.59050113248541,800,0,0,1
241,1901_01_TeamLG_TeamA3,[3],[4],2911,1.900000000000001,-1.791207505165781,-0.2436079092266318,3.70572,0,0,1,48.733923639235066,64.32877920379028,900,0,0,1
33,1901_02_TeamLG_TeamA3,[3],[4],4202,3.200000000000002,-2.657428830670518,0.9963476250391237,2.055237,0,0,1,69.20596675694166,91.351876119163,900,0,0,1
59,1901_02_TeamLG_TeamA3,[3],[6],1851,2.400000000000001,0.8135468234334986,-2.209151834094082,3.71316,0,0,1,73.98319925571221,81.38151918128342,750,0,0,1
69,1901_02_TeamLG_TeamA3,[3],[4],4202,4.500000000000001,-4.011105924805898,-1.496172981304963,5.83656,0,0,1,64.92449085129621,76.17806926552089,800,0,0,1
76,1901_02_TeamLG_TeamA3,[3],[5],4202,4.7,3.037327015004285,-1.089311656012701,-0.386832,0,0,0,70.30695585079248,144.3636160136272,1400,0,0,1
78,1901_02_TeamLG_TeamA3,[3],[8],4202,5.399999999999998,0.08163432321485273,-0.268474984445951,11.17197,0,0,0,72.98384639113036,262.25528803212836,2450,0,0,1
85,1901_02_TeamLG_TeamA3,[3],[1],4202,2.100000000000001,-0.5521570091014961,1.568514037967178,2.453154,0,0,1,62.005749557405935,63.65923621227009,700,0,0,1
96,1901_02_TeamLG_TeamA3,[3],[6],4202,3.900000000000003,3.429308589946132,-1.146831938394477,5.86467,1,1,0,69.94628153482365,123.10545550128964,1200,0,0,1
98,1901_02_TeamLG_TeamA3,[6],[1],4202,4.600000000000001,3.231640239466961,-1.268684189488433,0,1,1,1,78.25001803597198,57.38334655971278,500,0,0,1
112,1901_02_TeamLG_TeamA3,[3],[4],1851,5.299999999999998,0.9225945165498105,-4.838460512191062,1.516287,0,0,1,64.4239284042486,85.03958549360814,900,0,0,1
125,1901_02_TeamLG_TeamA3,[3],[5],4202,3.000000000000002,1.794053031032998,1.746623362903779,5.99103,0,0,1,62.278954047014004,114.17808241952568,1250,0,0,1
131,1901_02_TeamLG_TeamA3,[6],[1],4202,4.100000000000002,3.0948120413854,-0.5097295640787634,0.510093,0,0,1,62.10549264588553,59.20723632241087,650,0,0,1
133,1901_02_TeamLG_TeamA3,[6],[1],1851,4.899999999999999,2.078018332626989,-3.264371288512705,0.1135062,0,0,1,76.5899985064673,67.39919868569122,600,0,0,1
146,1901_02_TeamLG_TeamA3,[6],[1],4202,4.899999999999999,4.010416440081682,-2.1996574431312,1.845939,0,0,1,63.668030191801385,56.027866568785214,600,0,0,1
