play_id,game_str,first_base,Ellipsoid,Ellipsoidx,Ellipsoidy,Ellipsoidz,has_bounce,was_caught,xCR
58,1900_09_TeamKK_TeamB,1334,6.699999999999993,-5.206741354294847,-3.833657199004076,5.93319,0,1,0.9761818647384644
91,1900_09_TeamKK_TeamB,6424,3.400000000000002,2.734396726595281,-1.666578777491477,2.81337,0,1,0.9761818647384644
155,1900_09_TeamKK_TeamB,1334,1.600000000000001,0.806642848906741,-0.2317929556902468,5.68182,0,1,0.9761818647384644
160,1900_09_TeamKK_TeamB,1334,5.999999999999996,-2.292710111471648,-5.080477228052064,6.78165,0,1,0.9740080237388611
170,1900_09_TeamKK_TeamB,1334,3.900000000000003,-2.150876344488834,-3.122883795583554,3.57735,0,1,0.9761818647384644
195,1900_09_TeamKK_TeamB,1334,2.100000000000001,1.842327258150732,-0.3287021354886493,2.874837,0,1,0.9761818647384644
197,1900_09_TeamKK_TeamB,1334,3.900000000000003,0.6632613526003701,-2.286659543558397,0,0,1,0.9640430212020874
228,1900_09_TeamKK_TeamB,6424,2.000000000000001,-0.345549782698612,-1.192457834758504,6.01605,0,1,0.9761818647384644
242,1900_09_TeamKK_TeamB,1334,5.199999999999998,-2.637781099162647,-4.333791431633533,3.20223,0,1,0.9761818647384644
21,1901_01_TeamLG_TeamA3,2911,2.000000000000001,1.26354958953856,-1.452431356304634,3.61731,0,1,0.9761818647384644
26,1901_01_TeamLG_TeamA3,2911,2.200000000000001,1.750052116745098,-1.065855012971272,4.61346,0,1,0.9761818647384644
28,1901_01_TeamLG_TeamA3,2911,5.899999999999996,-1.821075497523225,-5.511056201157855,4.0179,0,1,0.9761818647384644
41,1901_01_TeamLG_TeamA3,4202,5.399999999999998,3.790061761746736,-3.455800425682193,2.015538,0,1,0.9761818647384644
43,1901_01_TeamLG_TeamA3,2911,6.299999999999994,-2.939709474579397,-5.533275382182603,3.83148,0,1,0.9761818647384644
64,1901_01_TeamLG_TeamA3,4202,5.699999999999997,5.537652070645793,-0.09639021979621448,2.579166,0,1,0.9738966226577759
66,1901_01_TeamLG_TeamA3,2911,4.400000000000001,-0.849541982125578,3.98559935149108,2.055912,0,1,0.9570260643959045
72,1901_01_TeamLG_TeamA3,2911,6.199999999999995,1.603147123382316,-5.741828060016341,5.93082,0,1,0.9761818647384644
95,1901_01_TeamLG_TeamA3,4202,5.999999999999996,1.766767314879826,-5.521596854631116,2.072439,0,1,0.9761818647384644
103,1901_01_TeamLG_TeamA3,2911,2.500000000000001,2.273020849481274,0.9040692549929,4.29984,0,1,0.9761818647384644
119,1901_01_TeamLG_TeamA3,2911,2.100000000000001,1.98924844265303,-0.5840963905063036,3.89331,0,1,0.9761818647384644
155,1901_01_TeamLG_TeamA3,2911,3.600000000000002,-3.138261314193436,0.8775504565760911,2.020797,0,1,0.9761818647384644
156,1901_01_TeamLG_TeamA3,2911,4.7,4.036849944400524,-0.2507663781160554,0.919572,0,1,0.9761818647384644
159,1901_01_TeamLG_TeamA3,2911,5.499999999999997,5.109355908534336,0.03432622794953256,1.555035,0,1,0.9738966226577759
176,1901_01_TeamLG_TeamA3,2911,5.699999999999997,-0.6163840237599414,-5.595569743578705,2.822055,0,1,0.9761818647384644
223,1901_01_TeamLG_TeamA3,4202,7.299999999999991,0.691877612928098,-7.132621934375112,5.56713,0,1,0.8044742941856384
235,1901_01_TeamLG_TeamA3,2911,4.7,3.725029635570218,0.4470826144278111,7.74816,0,1,0.9634140729904175
240,1901_01_TeamLG_TeamA3,2911,6.699999999999993,4.445356411496501,-3.970513950959866,0.0132084,1,0,0.4948950707912445
241,1901_01_TeamLG_TeamA3,2911,1.900000000000001,-1.791207505165781,-0.2436079092266318,3.70572,0,1,0.9761818647384644
33,1901_02_TeamLG_TeamA3,4202,3.200000000000002,-2.657428830670518,0.9963476250391236,2.055237,0,1,0.9761818647384644
59,1901_02_TeamLG_TeamA3,1851,2.400000000000001,0.8135468234334986,-2.209151834094082,3.71316,0,1,0.9761818647384644
69,1901_02_TeamLG_TeamA3,4202,4.500000000000001,-4.011105924805898,-1.496172981304963,5.83656,0,1,0.9761818647384644
76,1901_02_TeamLG_TeamA3,4202,4.7,3.037327015004285,-1.089311656012701,-0.386832,0,0,0.8102079629898071
78,1901_02_TeamLG_TeamA3,4202,5.399999999999998,0.08163432321485273,-0.268474984445951,11.17197,0,0,0.27273544669151306
85,1901_02_TeamLG_TeamA3,4202,2.100000000000001,-0.5521570091014961,1.568514037967178,2.453154,0,1,0.9761818647384644
96,1901_02_TeamLG_TeamA3,4202,3.900000000000003,3.429308589946132,-1.146831938394477,5.86467,1,0,0.5918403267860413
98,1901_02_TeamLG_TeamA3,4202,4.600000000000001,3.231640239466961,-1.268684189488433,0,1,1,0.9310865998268127
112,1901_02_TeamLG_TeamA3,1851,5.299999999999998,0.9225945165498104,-4.838460512191062,1.516287,0,1,0.9761818647384644
125,1901_02_TeamLG_TeamA3,4202,3.000000000000002,1.794053031032998,1.746623362903779,5.99103,0,1,0.9761818647384644
131,1901_02_TeamLG_TeamA3,4202,4.100000000000002,3.0948120413854,-0.5097295640787634,0.510093,0,1,0.9761818647384644
133,1901_02_TeamLG_TeamA3,1851,4.899999999999999,2.078018332626989,-3.264371288512705,0.1135062,0,1,0.9761818647384644
146,1901_02_TeamLG_TeamA3,4202,4.899999999999999,4.010416440081682,-2.1996574431312,1.845939,0,1,0.9761818647384644
150,1901_02_TeamLG_TeamA3,4202,4.600000000000001,-1.205134839281788,-4.239009628338827,2.775216,0,1,0.9761818647384644
171,1901_02_TeamLG_TeamA3,1851,3.000000000000002,2.346792692072114,-1.228159379085994,2.198382,0,1,0.9761818647384644
188,1901_02_TeamLG_TeamA3,4202,3.200000000000002,3.166950872186337,0.4017813623828306,4.25271,0,1,0.9761818647384644
208,1901_02_TeamLG_TeamA3,4202,2.400000000000001,2.269076915343257,-0.6979123671753537,3.86886,0,1,0.9761818647384644
227,1901_02_TeamLG_TeamA3,4202,4.899999999999999,3.9384044308118,0.5051957436103053,0.1861137,1,0,0.23977869749069214
229,1901_02_TeamLG_TeamA3,4202,4.600000000000001,3.362188438315503,-3.122350716248502,4.09965,0,1,0.9761818647384644
236,1901_02_TeamLG_TeamA3,4202,4.100000000000002,1.605142141208901,-1.621962424507821,-0.460884,0,1,0.9526762962341309
269,1901_02_TeamLG_TeamA3,4202,2.800000000000002,2.357452612621037,1.040169860766136,2.798778,0,1,0.9761818647384644
296,1901_02_TeamLG_TeamA3,1851,4.000000000000003,2.754389714819799,-1.528346511395534,0.911838,0,1,0.9761818647384644
3,1901_03_TeamLG_TeamA3,1851,5.599999999999997,5.485057013850652,0.6902147164525941,4.37991,0,1,0.9664013385772705
8,1901_03_TeamLG_TeamA3,1851,4.8,4.610367762161664,0.3357968844709729,2.586309,0,1,0.9738966226577759
11,1901_03_TeamLG_TeamA3,1851,4.400000000000001,1.236696197243071,-3.570696668120169,1.267746,0,1,0.9761818647384644
21,1901_03_TeamLG_TeamA3,1851,6.999999999999992,5.692255115767691,3.125005439517923,7.45149,0,1,0.9460152983665466
53,1901_03_TeamLG_TeamA3,1851,5.999999999999996,5.533674706553311,-2.134884833439985,4.36005,0,1,0.9664013385772705
56,1901_03_TeamLG_TeamA3,9139,7.299999999999991,0.6975778811646443,-7.170306293298058,4.43388,0,1,0.8044742941856384
57,1901_03_TeamLG_TeamA3,9139,5.199999999999998,4.488125395603902,-1.977813467780839,1.981797,0,1,0.9738966226577759
59,1901_03_TeamLG_TeamA3,9139,3.900000000000003,2.435454629454359,2.084975836279481,6.76713,0,1,0.9634140729904175
62,1901_03_TeamLG_TeamA3,9139,1.700000000000001,-0.231992321041996,-1.524812769810624,3.07047,0,1,0.9761818647384644
88,1901_03_TeamLG_TeamA3,9139,3.000000000000002,2.130034029759713,-1.24102313921441,6.2079,0,1,0.9761818647384644
90,1901_03_TeamLG_TeamA3,9139,3.000000000000002,2.239265110603784,-1.931445061199671,3.47697,0,1,0.9761818647384644
96,1901_03_TeamLG_TeamA3,9139,4.600000000000001,4.183329130366077,-1.628040597476186,4.62075,0,1,0.9761818647384644
122,1901_03_TeamLG_TeamA3,1851,5.299999999999998,5.176515110190517,0.4681413076938293,2.629569,0,1,0.9738966226577759
144,1901_03_TeamLG_TeamA3,9139,5.199999999999998,1.473839445353691,-4.715750177789264,5.71938,0,1,0.9761818647384644
147,1901_03_TeamLG_TeamA3,9139,2.500000000000001,-1.845078653665571,-1.489658394326586,4.87716,0,1,0.9761818647384644
162,1901_03_TeamLG_TeamA3,9139,3.300000000000002,3.161057260992785,-0.6452394847843762,4.83741,0,1,0.9761818647384644
168,1901_03_TeamLG_TeamA3,1851,2.600000000000001,2.402387323006111,-0.3781516101506528,5.06622,0,1,0.9761818647384644
171,1901_03_TeamLG_TeamA3,1851,3.800000000000002,-0.7390894764267746,-2.776740255377732,0.868617,0,1,0.9761818647384644
175,1901_03_TeamLG_TeamA3,1851,2.900000000000002,1.718127370157988,-0.472163689745401,0.9627,1,0,0.22599811851978302
176,1901_03_TeamLG_TeamA3,1851,3.800000000000002,1.697931428264989,-2.585002766905677,1.174545,0,1,0.9761818647384644
182,1901_03_TeamLG_TeamA3,1851,4.200000000000002,2.625307115407847,-3.213630692812869,3.74607,0,1,0.9761818647384644
205,1901_03_TeamLG_TeamA3,1851,4.200000000000002,4.017925383672091,1.041862318755936,3.45282,0,1,0.9761818647384644
212,1901_03_TeamLG_TeamA3,1851,4.600000000000001,3.089095474447953,1.47454103698242,0,1,1,0.844878613948822
214,1901_03_TeamLG_TeamA3,9139,2.700000000000002,1.534031331581302,0.06796648973500131,1.178997,0,1,0.9761818647384644
235,1901_03_TeamLG_TeamA3,1851,3.900000000000003,0.387740143827886,-2.648381796657035,7.65921,0,1,0.9740080237388611
256,1901_03_TeamLG_TeamA3,9139,3.600000000000002,3.472052118669291,-0.9171741030164808,4.227,0,1,0.9761818647384644
259,1901_03_TeamLG_TeamA3,9139,1.800000000000001,1.620725836787758,0.4884584137555814,3.5412,0,1,0.9761818647384644
20,1901_04_TeamLI_TeamA3,1851,6.999999999999992,0.40399354507199,6.262506573692376,-0.0282,0,1,0.8528086543083191
71,1901_04_TeamLI_TeamA3,4745,4.600000000000001,2.876421530102688,-1.865550857297039,0.0402,0,1,0.9761818647384644
91,1901_04_TeamLI_TeamA3,1851,4.300000000000002,3.96306977280095,0.9078662378959912,2.400087,0,1,0.9761818647384644
102,1901_04_TeamLI_TeamA3,4745,3.600000000000002,1.210886517066663,-3.310516760686486,4.73748,0,1,0.9761818647384644
111,1901_04_TeamLI_TeamA3,1851,4.300000000000002,3.079943552141576,-2.560317955962013,2.142342,0,1,0.9761818647384644
121,1901_04_TeamLI_TeamA3,1851,5.699999999999997,4.287371469168367,-3.709706037593953,4.35306,0,1,0.9664013385772705
142,1901_04_TeamLI_TeamA3,1851,4.899999999999999,0.9993613458581896,-3.352658005285426,-0.3912,0,1,0.9200730919837952
148,1901_04_TeamLI_TeamA3,1851,4.400000000000001,-1.099995203478553,-4.015895301464441,2.145366,0,1,0.9761818647384644
186,1901_04_TeamLI_TeamA3,4745,8.199999999999989,5.24224175070298,-6.129033753960445,2.367621,0,1,0.9646922945976257
196,1901_04_TeamLI_TeamA3,1851,3.700000000000002,-3.285099185014454,-6.281857882678542e-4,1.938447,0,1,0.9761818647384644
237,1901_04_TeamLI_TeamA3,4745,3.700000000000002,0.1568871231175017,-3.619422219167018,3.44637,0,1,0.9761818647384644
248,1901_04_TeamLI_TeamA3,1851,8.899999999999986,8.556469047488818,-2.012744603611147,5.78553,0,1,0.75872403383255
259,1901_04_TeamLI_TeamA3,4745,7.099999999999992,-3.211749775782445,-6.204213627669612,2.759028,0,1,0.9744345545768738
295,1901_04_TeamLI_TeamA3,1851,4.200000000000002,0.0299456717271675,-3.889148038676955,2.061408,0,1,0.9761818647384644
298,1901_04_TeamLI_TeamA3,1851,6.199999999999995,6.096232232473108,0.181182277709052,3.31557,0,1,0.9664013385772705
309,1901_04_TeamLI_TeamA3,4745,4.300000000000002,0.2848176695492274,-4.059516146674692,2.173713,0,1,0.9761818647384644
6,1901_05_TeamLI_TeamA3,1620,6.199999999999995,5.947558594249001,-0.01908894902282622,1.833156,0,1,0.9738966226577759
8,1901_05_TeamLI_TeamA3,1620,3.900000000000003,3.201296659708081,-0.1902408382599567,1.25136,0,1,0.9761818647384644
30,1901_05_TeamLI_TeamA3,4745,3.800000000000002,2.254842476886953,0.6285676291587831,0.0402,0,1,0.9761818647384644
32,1901_05_TeamLI_TeamA3,4745,3.900000000000003,2.357759039044422,0.6174960354563549,0.0402,0,1,0.9761818647384644
33,1901_05_TeamLI_TeamA3,4745,3.800000000000002,2.158935006680999,0.6142726242697975,0.0402,0,1,0.9761818647384644
99,1901_05_TeamLI_TeamA3,4745,3.100000000000002,-0.4342517691264901,-0.2290302403843472,-0.02154999,0,0,0.944094717502594
